Source.Name;Marca temporal;Nombre del Encuestador SE1;Nombre de la empresa;1. Tamaño de la empresa:;2. Sector o industria principal de la empresa (seleccione una opción):  ;* Especificar otra industria o sector;3. ¿Qué tipo de perfiles profesionales son los más demandados por su empresa actualmente?  ;* Especificar otro perfil;4. ¿Cuántos puestos de trabajo necesitan cubrir en los próximos 12 meses?   ;5. ¿Cuáles son las principales dificultades que enfrenta para cubrir las vacantes en su empresa?  ;* Especificar otras dificultades;6. ¿Qué proporción de sus trabajadores considera que tiene suficiente formación?;7. ¿En qué medida la falta de personal cualificado cree que afecta al crecimiento de su empresa?  ;8. ¿A su empresa le interesaría realizar programas de formación o programas de inserción laboral?  
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;18/02/2025 12:51;;Óptica Generalli;Grande;Comercio;;Técnicos;;1-5;Falta de candidatos cualificados;;Casi todos;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;18/02/2025 12:56;;Alimentación Jin Da ;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;La mayoría;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;18/02/2025 13:19;;Mango;Grande;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;La mayoría;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 11:12;;Comicsycards;Micro;Comercio;;Comerciales;;Ninguno;Otras *;;La mayoría;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 11:14;;El Galante;Micro;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 11:22;;SevillaTours;Micro;Turismo;;Otro *;;1-5;Otras *;;La mayoría;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 11:25;;Jechura;Mediana;Comercio;;Comerciales;;1-5;Otras *;;La mayoría;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 11:33;;Cervecería Mar Reyes;Micro;Hostelería;;Otro *;;1-5;Competencia salarial;;Aproximadamente la mitad;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 11:53;;Viña y Licor;Pequeña;Comercio;;Comerciales;;1-5;Otras *;;Aproximadamente la mitad;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:00;;Lady Dama;Pequeña;Hostelería;;Comerciales;;1-5;Falta de candidatos cualificados;;Una minoría;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:03;;Ale Hop;Grande;Comercio;;Comerciales;;6-10;Otras *;;La mayoría;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:08;;Pinzón ;Pequeña;Hostelería;;Otro *;;1-5;Falta de experiencia;;La mayoría;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:12;;Chiquilla Bar;Micro;Hostelería;;Otro *;;Ninguno;Falta de candidatos cualificados;;Aproximadamente la mitad;En gran medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:14;;Chiqueros;Pequeña;Hostelería;;Otro *;Camareros;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:23;;Zara;Grande;Comercio;;Comerciales;;6-10;Otras *;;La mayoría;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:24;;Pull&Bear;Grande;Comercio;;Comerciales;;1-5;Competencia salarial;;La mayoría;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:33;;Camper;Mediana;Comercio;;Comerciales;;1-5;Otras *;;La mayoría;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:35;;La casa de las carcasas ;Grande;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados, Otras *;;La mayoría;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:37;;Stradivarius;Grande;Comercio;;Comerciales;;1-5;Competencia salarial, Otras *;;La mayoría;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 12:39;;Sephora;Grande;Comercio;;Comerciales;;1-5;Otras *;;La mayoría;Poco;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;19/02/2025 13:13;;Mercadona;Grande;Comercio;;Comerciales;;1-5;Otras *;;La mayoría;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 8:50;;Primor;Grande;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;La mayoría;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 9:34;;Carrefour Expres;Grande;Comercio;;Comerciales;Reponedores;1-5;Otras *;;Aproximadamente la mitad;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 9:53;;Orígenes Ibéricos ;Mediana;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 10:26;;Ale Hop ;Grande;Comercio;;Comerciales;;1-5;Otras *;;La mayoría;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 10:38;;Takool;Mediana;Hostelería;;Otro *;;1-5;Competencia salarial;;Aproximadamente la mitad;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 11:12;;Antonio García ;Pequeña;Comercio;;Comerciales;;Ninguno;Otras *;;La mayoría;Poco;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 11:32;;Burguer King ;Grande;Hostelería;;Otro *;Dependientes;1-5;Competencia salarial;;Aproximadamente la mitad;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 11:57;;La Paella;Pequeña;Comercio;;Comerciales;;1-5;Otras *;;La mayoría;En cierta medida;No
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 12:33;;Citees;Pequeña;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;Sí
SE22- ADRIÁN SÁNCHEZ RETORTILLO (respuestas).xlsx;20/02/2025 12:46;;Springfield ;Grande;Comercio;;Comerciales;;1-5;Falta de candidatos cualificados;;La mayoría;En cierta medida;Sí
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;18/02/2025 8:41;;Bar Los cazadores;Micro;Hostelería;;Comerciales;;Ninguno;Otras *;Ninguna;Aproximadamente la mitad;Nada;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;18/02/2025 8:58;;Panadería Palupan;Micro;Comercio;;Otro *;Ninguno;Ninguno;Falta de candidatos cualificados;;Casi todos;Nada;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;18/02/2025 11:06;;Frutas Coria;Pequeña;Comercio;;Otro *;Ninguno;Ninguno;Otras *;Ninguna;Casi todos;Poco;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;18/02/2025 11:11;;Tecniclima;Pequeña;Otros *;Frio industrial ;Técnicos;;1-5;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 8:49;;Cafeteria churrería Irlandes;Micro;Hostelería;;Comerciales;;Ninguno;Falta de experiencia;;Casi todos;Poco;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 12:22;;Pinturas y decoración;Pequeña;Otros *;Comercio y servicios ;Comerciales;;Ninguno;Otras *;Economía;Casi todos;En gran medida;Sí
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 12:59;;Iván Sánchez coca;Micro;Servicios;;Técnicos;;Ninguno;Falta de experiencia;;Una minoría;En gran medida;Sí
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 13:10;;Pasta lab;Micro;Hostelería;;Otro *;Nonguno;Ninguno;Otras *;No necesita;Casi todos;En gran medida;Sí
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 13:15;;Reparación de calzado la nueva;Micro;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados, Falta de experiencia;;Casi todos;En cierta medida;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 13:32;;Calzado molino;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Casi todos;Nada;Sí
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 14:44;;M.Pegalajar SL;Pequeña;Otros *;Textil y construcción;Administrativos;;1-5;Falta de candidatos cualificados;;Una minoría;En gran medida;Sí
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 14:48;;Gabriel Pelagajar Martin;Micro;Otros *;Arquitecto ;Técnicos;;1-5;Competencia salarial;;Casi todos;En cierta medida;Sí
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;19/02/2025 15:49;;Bar el estribo;Micro;Hostelería;;Comerciales;;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;Aproximadamente la mitad;En cierta medida;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;20/02/2025 11:21;;Mercería lorena;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;Casi todos;Nada;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;20/02/2025 12:05;;Grupo empresarial Ether S.L.;Pequeña;Servicios;;Administrativos;;1-5;Falta de candidatos cualificados;;Una minoría;En gran medida;Sí
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;20/02/2025 12:07;;Cepa formacion;Pequeña;Otros *;Formación ;Administrativos;Formadores;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En gran medida;No
SE23- FRANCISCO JAVIER HIDALGO AMADOR (respuestas).xlsx;20/02/2025 12:09;;RR peritaciones;Micro;Servicios;Peritaciones ;Técnicos;;1-5;Falta de candidatos cualificados, Competencia salarial;;La mayoría;En gran medida;Sí
SE24- JOSÉ ANTONIO PALLARÉS ORTIZ (respuestas).xlsx;18/02/2025 11:16;;NEUMATICOS LUQUE;Pequeña;Otros *;Automovil;Otro *;Ninguno;Ninguno;Otras *;Niguna;Casi todos;Nada;No
SE24- JOSÉ ANTONIO PALLARÉS ORTIZ (respuestas).xlsx;18/02/2025 12:56;;Papeleria Alas de Color;Micro;Comercio;Papelería;Otro *;Ninguno;Ninguno;Otras *;Ninguna;Casi todos;Nada;No
SE24- JOSÉ ANTONIO PALLARÉS ORTIZ (respuestas).xlsx;19/02/2025 11:56;;Bar Cafetería Malotta;Pequeña;Hostelería;;Otro *;Camareros;Ninguno;Otras *;Ninguns;Casi todos;Nada;No
SE24- JOSÉ ANTONIO PALLARÉS ORTIZ (respuestas).xlsx;19/02/2025 12:02;;Desavío Abuelo Curro;Micro;Comercio;;Otro *;Ninguno;Ninguno;Otras *;Ninguno;Casi todos;Nada;No
SE24- JOSÉ ANTONIO PALLARÉS ORTIZ (respuestas).xlsx;19/02/2025 12:49;;Talleres Lema;Pequeña;Servicios;Taller Automovil;Otro *;Mecanicos chapa y pintura;Ninguno;Otras *;Ninguna;Casi todos;Nada;No
SE24- JOSÉ ANTONIO PALLARÉS ORTIZ (respuestas).xlsx;19/02/2025 13:25;;Peluquería Canina PelyCan;Micro;Servicios;;Otro *;Peluqueros Caninos;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE24- JOSÉ ANTONIO PALLARÉS ORTIZ (respuestas).xlsx;20/02/2025 9:37;;Spartan classic;Micro;Servicios;;Técnicos;;Ninguno;Otras *;Pagos de seguros sociales;Casi todos;Nada;No
SE24- JOSÉ ANTONIO PALLARÉS ORTIZ (respuestas).xlsx;20/02/2025 11:56;;Asador de Pollos Lázaro;Micro;Comercio;;Otro *;Dependientes;Ninguno;Competencia salarial;;Casi todos;Nada;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 9:40;;Mass íntimos ;Pequeña;Comercio;;Comerciales;;1-5;Competencia salarial;;Aproximadamente la mitad;Poco;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 9:42;;Panadería la Parra ;Mediana;Comercio;;Comerciales;;6-10;Falta de candidatos cualificados;;La mayoría;En cierta medida;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 9:44;;Ferretería Bami ;Pequeña;Comercio;;Técnicos;;Ninguno;Falta de candidatos cualificados;;La mayoría;En cierta medida;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 10:01;;Confitería Lola ;Mediana;Hostelería;Repostería ;Otro *;Reposteros, camareros ;Ninguno;Falta de experiencia;;La mayoría;En cierta medida;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 10:32;;Casa Molina ;Pequeña;Hostelería;;Otro *;Camareros ;1-5;Falta de experiencia;;Una minoría;Poco;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 10:35;;Confecciones tejidos José Luis ;Micro;Servicios;;Comerciales;;Ninguno;Otras *;;Una minoría;Nada;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 10:37;;Azulejos Pantoja ;Mediana;Comercio;;Técnicos;;1-5;Otras *;;Aproximadamente la mitad;En cierta medida;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 11:10;;SanTomas ;Grande;Hostelería;Comercio ;Comerciales;Camareros ;1-5;Falta de experiencia;;Una minoría;Poco;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 11:18;;Polvillo ;Grande;Comercio;;Comerciales;;6-10;Competencia salarial;;Aproximadamente la mitad;En cierta medida;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 11:21;;Aromas ;Grande;Comercio;Salud ;Comerciales;;1-5;Falta de experiencia;;La mayoría;En cierta medida;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 11:30;;Mascotas Ávila ;Grande;Comercio;Animales ;Comerciales;;6-10;Falta de experiencia;;Aproximadamente la mitad;En gran medida;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 11:31;;Mascarpone ;Mediana;Hostelería;;Comerciales;Camareros ;1-5;Otras *;;Una minoría;Nada;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;18/02/2025 21:03;;SFASFAS;Micro;;;;;;Falta de experiencia;;;Poco;
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 10:52;;Sur ópticas (opticalia);Mediana;Salud;;Técnicos;;1-5;Falta de candidatos cualificados;;Casi todos;En gran medida;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 11:01;;Alimentación Federico ;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Una minoría;Nada;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 11:03;;Bar mi gitana ;Micro;Hostelería;;Otro *;Camareros ;1-5;Otras *;;Una minoría;Poco;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 11:11;;Supermercado cestita ;Pequeña;Comercio;;Comerciales;;1-5;Otras *;Ganas de trabajar ;Aproximadamente la mitad;Poco;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 11:12;;Ana uñas ;Pequeña;Otros *;Estética ;Otro *;Manicuristas ;Ninguno;Falta de experiencia;;La mayoría;En cierta medida;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 11:15;;Muebles el cautivo ;Micro;Comercio;;Comerciales;;Ninguno;Otras *;;Una minoría;Nada;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 11:27;;24 horas la paz ;Micro;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Una minoría;Nada;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 11:57;;Pepco;Grande;Comercio;;Comerciales;;6-10;Competencia salarial;;Aproximadamente la mitad;Poco;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 12:21;;Fundas inspiral ;Pequeña;Comercio;;Comerciales;;1-5;Competencia salarial;;La mayoría;En cierta medida;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 12:24;;Sprinter ;Grande;Comercio;Deportes ;Comerciales;;6-10;Competencia salarial;;Una minoría;Poco;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;19/02/2025 12:38;;Pinturas alejo ;Pequeña;Comercio;;Comerciales;Técnicos ;1-5;Competencia salarial, Falta de experiencia;;Una minoría;Poco;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;20/02/2025 12:48;;;Pequeña;Comercio;;Comerciales;;;Competencia salarial;;Una minoría;Nada;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;20/02/2025 12:54;;Emblema ;Mediana;Comercio;Servicios ;Comerciales;;1-5;Falta de experiencia;;Una minoría;En cierta medida;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;20/02/2025 12:56;;Queralto;Grande;Salud;;Técnicos;;1-5;Falta de experiencia;;Aproximadamente la mitad;En gran medida;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;20/02/2025 13:03;;Copistería bami print ;Mediana;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;Falta de interés en el trabajo ;Una minoría;Nada;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;20/02/2025 13:08;;Ibéricos Moya ;Pequeña;Comercio;;Comerciales;;1-5;Competencia salarial;;Aproximadamente la mitad;En cierta medida;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;20/02/2025 13:30;;La percha ;Pequeña;Comercio;;Comerciales;;Ninguno;Otras *;Interés en el trabajo ;Una minoría;Poco;Sí
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;20/02/2025 13:31;;La mansa ;Micro;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;Una minoría;En cierta medida;No
SE25 - ARACELI CARMEN RODRÍGUEZ RODRÍGUEZ (respuestas).xlsx;20/02/2025 13:34;;Don regalón ;Grande;Comercio;;Comerciales;;1-5;Competencia salarial;;Aproximadamente la mitad;En cierta medida;Sí
SE26- MIRIAN GONZÁLEZ MARTÍN(respuestas).xlsx;19/02/2025 9:54;;;;;;;;;;;;;
SE27- MARTA ESCOBAR GARCÍA (respuestas).xlsx;19/02/2025 9:58;;;;;;;;;;;;;
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;18/02/2025 9:34;;Akka Sofas;Mediana;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;18/02/2025 9:58;;Galerias Madrid;Grande;Comercio;;Comerciales;;Ninguno;Falta de candidatos cualificados, Falta de experiencia;;Casi todos;En cierta medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;18/02/2025 10:43;;Mundo Mascotas Martínez ;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;Aproximadamente la mitad;En gran medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;18/02/2025 11:59;;Eurotex pinturas;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;La mayoría;En cierta medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;18/02/2025 13:29;;Restaurante La Vega;Mediana;Hostelería;;Otro *;Camareros;Ninguno;Competencia salarial;;La mayoría;En gran medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;19/02/2025 13:00;;Jugueteria Osorno;Mediana;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Aproximadamente la mitad;En cierta medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;19/02/2025 13:08;;Puertas Marel S.A.;Mediana;Comercio;;Técnicos;;Ninguno;Competencia salarial;;La mayoría;En gran medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;19/02/2025 14:27;;Mesón Almoraima;Pequeña;Hostelería;;Otro *;Camareros;;Falta de candidatos cualificados;;La mayoría;En cierta medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;20/02/2025 8:16;;Sevinform;Pequeña;Servicios;;Técnicos;;Ninguno;Falta de experiencia;;Casi todos;En gran medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;20/02/2025 9:03;;Cafeteria San Tomás ;Mediana;Hostelería;;Otro *;Camareros;1-5;Competencia salarial;;Aproximadamente la mitad;En gran medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;20/02/2025 11:44;;Supermercados MAS;Grande;Comercio;;Otro *;Cajeros, Reponedores;Ninguno;Competencia salarial;;La mayoría;En gran medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;20/02/2025 12:44;;Gasolinera Repsol;Grande;;;Otro *;Dependiente;Ninguno;Falta de experiencia;;Casi todos;En cierta medida;No
SE28 - ANA MARÍA VILLEGAS CABALLERO (respuestas).xlsx;20/02/2025 14:30;;Bodegas San Rafael;Mediana;Hostelería;;Otro *;Camareros;Ninguno;Competencia salarial, Otras *;Gente no quiere trabajar si están cobrando ayudas;La mayoría;En cierta medida;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 10:35;;Bien y bio. ;Micro;Comercio;;Comerciales;;Ninguno;Competencia salarial;;Aproximadamente la mitad;Nada;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 10:48;;Totemtanz;Micro;Otros *;Musica;Comerciales;;1-5;Falta de candidatos cualificados;;Una minoría;En cierta medida;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 11:22;;Crysalidas;Micro;Comercio;;Otro *;No demanda nadie.;Ninguno;Otras *;No se necesita cubrir vacantes;Casi todos;Nada;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 11:27;;El Factory del vaper.;Pequeña;Comercio;;Otro *;Dependiente de tienda.;Ninguno;Otras *;No hay problemas por ello. ;Casi todos;Nada;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 11:31;;Estanco ;Mediana;Comercio;;Comerciales;;Ninguno;Otras *;No necesita otra persona de momento. ;Casi todos;Poco;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 11:55;;Paris 64.;Mediana;Comercio;;Comerciales;;Más de 10;Falta de experiencia;;La mayoría;Nada;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 12:02;;Cafetería plasido igrata;Pequeña;Hostelería;;Otro *;Profesionales de baristas, perfil bartender.;Más de 10;Otras *;Ninguno. ;Casi todos;Nada;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 12:20;;Souvenir ocatubre;Pequeña;Comercio;;Otro *;Dependienta.;Ninguno;Competencia salarial;;La mayoría;En cierta medida;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 13:20;;Grado floristería.;Micro;Comercio;;Técnicos;;1-5;Falta de candidatos cualificados;;Una minoría;En cierta medida;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 13:27;;Restaurante madre selva.;Mediana;Hostelería;;Otro *;Camareros, cocineros.;6-10;Falta de experiencia;;Aproximadamente la mitad;En cierta medida;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 13:35;;Templo.;Pequeña;Comercio;;Otro *;Dependienta.;Ninguno;Otras *;No puede contestar, es empleada.;Casi todos;Nada;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 14:05;;Nefertum;Micro;Comercio;;Técnicos;;1-5;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 15:21;;Farmacia ;Pequeña;Salud;;Técnicos;;1-5;Falta de candidatos cualificados;;La mayoría;Poco;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 15:23;;Carrefour express;Mediana;Comercio;;Otro *;Dependientes.;Ninguno;Otras *;No se necesita por el momento. ;;En cierta medida;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 15:25;;Lumbreras 16;Pequeña;Turismo;;Administrativos;;Ninguno;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;18/02/2025 15:27;;Il canapaio;Micro;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;Casi todos;En cierta medida;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;19/02/2025 10:28;;FMC Mobile;Pequeña;Tecnología;;Comerciales;;Ninguno;Falta de experiencia;;Una minoría;Poco;Sí
SE29- VIRGINIA DE LOS SANTOS BARRIOS (respuestas).xlsx;19/02/2025 11:37;;Cafetería Almika;Micro;Hostelería;;Otro *;Camareros ;Ninguno;Otras *;La g nte no quiere trabajar.;Casi todos;Poco;No
